시장구분,code,종목명,현재가,현재_외국인비중,어제_종가,어제_외국인비중,등락률,당일_게시글수,게시물_요약,감정분석,Top_Keyword,연속_등록
KOSPI,006800,미래에셋증권,23400,10.88%,20450,10.65%,+5.88%,137,스페이스-X에 투자한 것은 미래에셋 증권이다 / 미래에셋...힘좋네~~[3] / 미래에셋증권도 미래에셋벤처 투자처럼 상한... / 오늘 전고점 뚫었음 좋겠습니다 ^^,Positive (53%),"스페이스X, !!!, 오늘",False
KOSDAQ,038460,바이오스마트,4025,1.93%,3690,1.86%,+4.55%,68,"[속보] 정원오, 출판기념회를 바이오스마트 본... / 촐싹거리다간 5,000원 위에서 사게될듯 / 북콘이 7시인데 출마발언 나올까봐 미리사는거임 / 얘가 정원오 대장인가요?",Positive (100%),"오늘, 정원오, [속보]",False
KOSDAQ,223250,드림씨아이에스,7250,50.28%,5410,51.74%,+3.13%,42,미국 큐리바이오 인수로 기업가차 5천... / 국장이 참 신기한게... 로봇주들 보...[1] / 바보들 또 털렸쥬?[2] / 상간담날   10퍼는가는데,Positive (100%),"큐리바이오, 미국, 좋고",False
KOSDAQ,030530,원익홀딩스,33300,2.58%,31950,4.00%,+3.10%,85,대주주[1] / 원홀 / 뭣들 하고 있어[2] / 아침에 올리고[1],Negative (66%),"오늘, 오늘도, 오늘은",False
KOSPI,001520,동양,894,1.51%,816,1.68%,+1.82%,65,이거 아직 가려면 멀었다고[2] / 우선주 / 최악의 더러운 종목 / 오늘 상승이 진짜 랠리입니다~~~,Positive (56%),"오늘, 이상, 상승했어요",False
KOSPI,034020,두산에너빌리티,75700,22.43%,75500,22.41%,+1.61%,111,"투경종목 공매도 못하게해야함[2] / 두산에너빌리티, 눌림의 본질은 ‘공매도’가 아...[1] / 시총50위 모두 빨간불[2] / 오늘 80400원만 안넘으면 투경 해제니...[2]",Negative (78%),"공매도, ㅋㅋㅋ, ...",False
KOSPI,249420,일동제약,36300,7.00%,36600,7.70%,+1.40%,57,다시 4만원5천 가야지.[2] / 오를만하면 프매로 2만주씩 던짐 / 안티하는것들 새됬네 ㅋ[6] / 알바[1],Negative (80%),"일동, 5년차다[1], 주포",True
KOSPI,217590,티엠씨,18420,2.33%,18640,2.32%,+1.26%,88,■ 핵융합 / TAE 42% 폭등 ~ 트럼프 미... / 내가 말해줄게 오늘장도 오르면 팔고 아래서 재미...[3] / 티엠씨야 알람좀 울려줘[1] / 진짜  사기전에,Positive (55%),"ㅋㅋ, 오늘, 어제",False
KOSPI,005930,삼성전자,106900,52.11%,107900,52.12%,-0.65%,747,신한증권이 또 대량매도하면서[1] / ★ 마이크론: 10% 폭등: 삼성전자 7%...[1] / 와 뭐지 오늘ㄷㄷ / 이렇니까 국장 안하지[1],Negative (64%),"오늘, ..., 삼성전자",False
KOSDAQ,319400,현대무벡스,13480,1.51%,12380,0.96%,-0.88%,211,에스피지 혼자서 고군분투[1] / 무베이의 현재 시총은 / 이종목은 대박나것다 / 다른로봇주는 다 뛰는데,Positive (57%),"오늘, 오늘은, 프로그램",False
KOSPI,018880,한온시스템,2990,5.10%,3145,5.13%,-1.81%,50,청약 완료!!! 개인 강성주주입니다!!![2] / 형들 궁금증 풀어줘[3] / 와 대박.... 유증이 쉽지 않겠네요. / ###  한타 대주주의 결의찬 모습을 보여...,Mixed,"청약, 유증이, 실권주",False
KOSDAQ,086520,에코프로,96500,21.18%,103300,21.19%,-1.93%,460,어제 사신분들[1] / 유럽 2035년 내연차금지 철회라고?[2] / 공매놈들 똥줄타네~~[1] / 미친거아니냐,Negative (54%),"오늘, ..., ㅋㅋ",False
KOSDAQ,049630,재영솔루텍,2710,2.78%,2870,2.76%,-2.34%,47,연말이면[2] / 재영이만 하락하는 게 아니고[2] / 오후에 올린다 합니다. / 폭등조짐!!,Negative (75%),"연말이면[2], 오후에, 올린다",False
KOSPI,084670,동양고속,111300,1.38%,133600,1.53%,-16.69%,800,거래정지 담날 무조건 쩜상이여~~~ㅋ / ●30만동양10만대성●2월까지보는이유 / 물량잠겼다 / 쩜상축제분위기 조오타~[1],Negative (51%),"오늘, 하한가, 상한가",False
