시장구분,code,종목명,현재가,현재_외국인비중,어제_종가,어제_외국인비중,등락률,당일_게시글수,게시물_요약,감정분석,Top_Keyword,연속_등록
KOSPI,005930,삼성전자,107600,52.10%,107900,52.12%,-0.28%,800,"또 들어오네? / 궁금해요[2] / 삼전""붉은 금요일이다. / 내일은? / 와그라노 / 삼전도의 굴욕!!!",Negative (54%),"삼전, 마이크론, 오늘",False
KOSDAQ,293580,나우IB,1436,0.55%,1450,1.00%,-0.97%,120,소고기 사묵자[2] / 와우 주포형아 진짜 쥑이네[3] / 정답은 왼짝에 있다고 세번째 말하자나 일마들아.[5] / 메가존클라우드지분[1] / 1223[2] / 하한가쳐맞고 독박이나써라[1],Positive (64%),"정원오, 진짜, 오늘",False
KOSPI,034020,두산에너빌리티,74500,22.35%,75500,22.41%,-1.32%,354,두빌 배당하나요?[1] / 두빌은 종합에너지플랜트 회사 / 두산공매빌리티 / 두빌주주들 전부 최소 300~400퍼...[2] / 5만원 중반까지 뺄듯 / 원전주로만 생각하는 빡돌이들때매,Negative (52%),"투경, ..., 오늘",False
KOSPI,217590,티엠씨,18190,2.34%,18640,2.32%,-2.41%,140,tmc  속보[2] / ★  시간외  단일가   ...★ / ■ 님들아 ~ 신규상장 최초다 ~ 연기금 첫날부터...[1] / 이 종목은 장투로 딱 좋겠다 / 단일가 상 글렀네 ㅋㅋ 이져불어라 ㅋㅋ / 시외누르는애들이 연기금은아닐테고,Negative (60%),"ㅋㅋ, 종가, 이상",False
KOSPI,010140,삼성중공업,23800,30.51%,24450,30.48%,-2.66%,129,"23,700~23,600정도[1] / 7일중에[4] / 버텨야할지 손절해야할지 물타기해야할지 고민스... / 아니 근데 네이버 가이던스 왤케 / 범죄자 사기꾼 째씨 탄핵만이 답이다.[3] / 연말에 보너스 축제한데",Negative (76%),"..., 이제, 조선주",False
KOSPI,018880,한온시스템,3045,5.11%,3145,5.13%,-3.18%,108,"3일 이내 20프로 폭등[3] / 주린입니다. 질문 있어요.[1] / 내일 닛케이 ""기준금리, '30년만에 ... / 차라리 오늘 -5%는 되었어야 내일 공... / https://blog.naver.co... / 공매 물량 6,800만주 다 처맞아야 ...",Negative (64%),"유증, 내일, 유증가",False
KOSDAQ,038500,삼표시멘트,4815,1.56%,5000,1.56%,-3.70%,317,"주린인데요, 삼표는 중장기로도 괜찮지...[2] / 애랑 정원오랑은 엮지마라[3] / 서울시장 출마 선언 임박?‥정청래 찾...[1] / 동시호가 4800원 이상에서  마감 ... / 연속 상한가 두방짜리 분석[1] / 에스제이는 시외 오르네",Negative (58%),"오늘, 어제, 대성",False
KOSPI,006340,대원전선,3750,3.66%,3960,3.49%,-5.30%,118,"대주주, 주요주주 다 매도행렬[2] / 던져요?[1] / 쳐들어라 니 얘기다[3] / 만공아 대답[1] / 만공교,리레이팅46. 제주 흑돈 / 만공아 대답안하냐[1]",Negative (72%),"제주, 만공아, 만공교",False
KOSPI,015760,한국전력,48200,22.87%,51200,23.10%,-5.86%,245,어제 삿다가  오늘 바로 손절![3] / ㅋㅋ 무슨 배당은;;[2] / 오늘발표나 발언때문은 아닌거같고[1] / 내일이 걱정이다.[3] / 2025년 12월 17일 이재명 한국전력 내용 / 근데 개미는 오늘 왜 삼? ㅋ,Negative (67%),"전기요금, 오늘, 한국전력",False
KOSDAQ,464490,쿼드메디슨,21700,1.06%,24550,0.50%,-11.61%,417,시외 개꿀 개꿀~@;;[1] / 쥐포 잘못만나가지고 빛도보지못하고 / 분할가나 고수님들?[2] / 장외 30000원[1] / 공포에 사는자가...[2] / 코인도 아니고,Positive (60%),"오늘, 내가, ...",False
KOSDAQ,317240,TS트릴리온,290,1.88%,340,3.06%,-14.71%,109,우와 그냥 폭락이구만 물린 사람 많을듯...[3] / ★  주포 이짜석아... 장난 똥 때리나  ? ...[1] / 이재명 말한마디에 200원 동전주 사는 / 내일 장대양봉 기대[1] / TS트릴리온 ▶익 - 일 ( 긴.급 )[2] / 단타맛집,Positive (53%),"오늘, 탈모, 이상",False
