시장구분,code,종목명,현재가,현재_외국인비중,어제_종가,어제_외국인비중,등락률,당일_게시글수,게시물_요약,감정분석,Top_Keyword,연속_등록
KOSDAQ,086520,에코프로,110100,21.81%,116800,22.04%,-2.39%,326,ㅌㅌ 쭉 빠진다 ㅋ / 지난 3년간 하락은 늘 이런식이었지 / 불법공매도 악질 신한놈들 작살내자 아예 없애버리...,Negative (57%),"ㅋㅋ, 어제, 공매",False
KOSPI,001360,삼성제약,1873,2.59%,1755,2.35%,-2.45%,43,상승 / 어제 오늘 삼만주 팔고 후련합니다[1] / 돔황챠,Positive (75%),"어제, 오늘, 아시아",False
KOSDAQ,010170,대한광통신,2300,1.93%,2170,1.54%,-2.54%,30,전선주 날아간다 / 갈아탔어요.여기넘힘드네요/14%상승중(크라우드웍... / 다음주는,Positive (80%),"2300원, 전선주, 왕창",False
KOSDAQ,039860,나노엔텍,4110,1.24%,4225,1.13%,-2.72%,59,미국 점령 임박 / 이젠 5~6천원대 가자[1] / 오늘 저가 매수 gogo,Positive (61%),"오늘, 역시, 매수",False
KOSDAQ,317240,TS트릴리온,243,3.63%,248,3.65%,-2.80%,5,미래+대신은 / 오늘은 가나? / 오늘도상한가에 걸어봅니다,Neutral,"며칠, 올랐으니, 전환사채의",False
KOSDAQ,208370,셀바스헬스케어,5780,1.09%,5620,1.56%,-2.86%,27,제이엘케이 의료 AI 멋진 상승중!!! / 선택... / 초전도체 실체도없는거 10배갔다,Positive (100%),"메디아나, 형님들, 넥스트말고",False
KOSDAQ,950220,네오이뮨텍,690,2.65%,721,2.90%,-3.90%,26,똑같은 휴지 흐름 얼마나 알려주랴 / 상따로 들어온 무지한 개미들 / 현재 가격 685 풀매수 다들 자리 지켜라.,Negative (60%),"찔끔, 올려서, 공매치고",False
KOSDAQ,205470,휴마시스,1116,5.89%,1141,5.59%,-4.12%,23,대단한 넘들[1] / 삼성 전자 주식인가 / 뭐야...,Negative (100%),"역시, 에휴, 뭐야...",False
KOSPI,007460,에이프로젠,787,8.12%,910,8.84%,-4.14%,58,"글로벌 파이프라인, 바이오 도약 본격화!! / 밑에서 놀다가 종가 800원 / 바이오 도약본격화?ㅋㅋㅋㅋㅋ",Mixed,"글로벌, 역시, 찌라시",False
KOSPI,004310,현대약품,6000,1.22%,6110,1.28%,-4.46%,35,옛날 셀트리온 생각난다 / ※※ 일동제약 세력 들어오긋다~~ / 머리 빠지는 고통을 못느끼는 종자들이...[1],Negative (66%),"투경, ㅋㅋ[1], 현대약품",False
KOSDAQ,215600,신라젠,3485,4.82%,3355,4.28%,-4.91%,43,두번안당한다[1] / 대한민국은 참[1] / 공매도  win[1],Negative (66%),"오늘, 매도, 공매도",False
KOSDAQ,389680,유디엠텍,576,2.07%,470,2.13%,-5.73%,16,조정구간이라 매집하여도 괜찮은 금일장[2] / 1분에 거래량 오천만원씩 오가네 / 5% 이상 하락했어요 😞,Positive (66%),"이상, 5%, 상승했어요",False
KOSDAQ,270520,앱튼,386,3.77%,397,3.70%,-6.08%,14,죄서비가 앱튼 인수 후 천억원 가까이  빼내간 ... / 다시 / 끝났나보다,Negative (100%),"외인, 기타법인, 던지고",False
KOSDAQ,380540,옵티코어,1970,0.53%,2010,0.67%,-6.19%,10,"하나 알려줄게[1] / 끝 / 1,970원",Negative (100%),"매도, 주문봐라, 1,970원",False
KOSDAQ,017000,신원종합개발,3580,3.58%,2950,2.67%,-6.65%,58,이제 완전 망했네[1] / 대장한번 하자!!![1] / 한번 보여줘라[1],Positive (60%),"이상, 승현이형, 상승했어요",False
KOSDAQ,105550,엣지파운드리,1746,2.50%,1621,2.94%,-6.78%,11,어차피 오른다[3] / 동엽이가 약 안먹고 2만원 설치면 이렇게 된다...[9] / 프로그램.[1],Negative (100%),"엄청난, 계약인데, 하락이",False
KOSDAQ,006730,서부T&D,13070,15.92%,11610,16.62%,-7.11%,235,여기 매수자들도 모두 그지 놈들임 / 개 걸베이가튼 / 얼마나 올릴려고,Negative (58%),"ㅋㅋ, 오늘, 프매",False
KOSDAQ,203400,에이비온,2920,5.14%,2980,9.42%,-7.30%,30,학좀네려라 오늘부터분할매수 ㅋㅋ / 회사 전화도 안받네  문닫았나 / 클로봇  나이벡,Mixed,"계약금, 회사, 전화도",False
KOSPI,007660,이수페타시스,135800,31.72%,147900,33.19%,-8.37%,189,허허 외인  프매 100만주씩 매도라 / 언니 왜그래 / 이수사랑해요,Negative (66%),"어제, ..., 외인들",False
KOSPI,450140,코오롱모빌리티그룹,7720,0.81%,9060,0.87%,-8.96%,30,가즈아~~~ / 울나라 돈 남아도는 인간 많네...ㅋ / 외인과 프로그램이 매수하는 이유?,Negative (62%),"이상, 하락했어요, 상장",True
KOSDAQ,220100,퓨쳐켐,31000,6.83%,32700,6.98%,-9.36%,56,오늘의 공매 현황[1] / 악재가 있으니까 빠지는거겠지 / ㅋㅋ 추세 이탈 했다니깐,Negative (73%),"지금, 시각, 그냥",False
KOSDAQ,950250,테라뷰,12920,0.00%,17030,0.00%,-10.77%,337,"테라뷰 가는 이유 - 중국산 라이다 미국에서 ...[2] / 간다고했자나 / 와.,.........",Positive (51%),"테라뷰, ..., ㅋㅋㅋ",False
KOSDAQ,0015N0,아로마티카,12630,2.33%,16120,2.48%,-13.61%,68,매수 타이밍[1] / 오늘도 어려운건가 / 그나마 신규상장주중에 여긴 천국이네..,Mixed,"아로마, 오늘, 매수",False
KOSDAQ,288330,파라택시스코리아,937,38.75%,852,38.79%,-15.36%,53,"역쉬,,,, / 클로봇 상한가 간다 / ",Mixed,"이상, 하락했어요, 간다",False
KOSDAQ,261520,이지스,17170,0.06%,20499,,-16.24%,195,공모가 기다리는데 / 영차~영차~ 가보자!!! / 오늘의 공매 현황,Positive (51%),"오늘, 이지스, ㅋㅋㅋ",False
KOSPI,009420,한올바이오파마,41800,3.07%,50100,3.04%,-18.83%,400,웅웅웅~ 아범 / 어서와요 / 거래량 터진 장대음봉인데 긍정적임?,Negative (62%),"오늘, 회사, 하한가",False
KOSDAQ,049630,재영솔루텍,2645,8.21%,2885,7.45%,-18.99%,219,로봇주 일제히 급등 / 1600원 부근에서 신규매수 하면 돈번다 기... / 신용들,Mixed,"오늘, 어제, 공매세력은",False
KOSDAQ,308080,바이젠셀,12140,0.84%,15800,0.46%,-20.86%,400,미국도  30억 미만 수두룩 한데 퇴출 안하는... / 5천주   담았지롱[1] / 개미꼬시고 하한진입ㅋㅋ,Negative (60%),"오늘, 하한가, ㅋㅋㅋ",False
