시장구분,code,종목명,현재가,현재_외국인비중,어제_종가,어제_외국인비중,등락률,당일_게시글수,게시물_요약,감정분석,Top_Keyword,연속_등록
KOSPI,000660,SK하이닉스,556000,53.34%,530000,53.32%,+0.91%,728,"56에 팔걸[1] / 잘 먹고 갑니다. +3,281만원 전량 익절. / 엔케이가무서우면",Negative (62%),"마이크론, 오늘, ...",False
KOSDAQ,466100,클로봇,62600,6.95%,63800,7.46%,0.00%,371,이정도는 장난질에 속하지도 않음 / 캬 외인들 26%올릴때 산거 다털었네 / ㅋㅋ 두 세력 아님??,Negative (52%),"오늘, 클로봇, ...",False
KOSPI,005930,삼성전자,106600,52.12%,102800,52.07%,-1.20%,800,니미 올라주기를 바랬는데 / 계속나오고있다던데..[1] / 내일부터 앞자리 다시 9,Positive (56%),"마이크론, 오늘, ...",False
KOSPI,034020,두산에너빌리티,74500,22.41%,77300,22.49%,-1.32%,263,두에빌이 희망이 있는 이유 / 시원하게 빼 / 두창에너빌리티,Positive (52%),"투경, 오늘, ...",False
KOSDAQ,038500,삼표시멘트,4920,1.56%,4850,1.44%,-1.60%,256,동파리 알바 들만 더럽게 붙어있어 / 대성산업 쳐올릴때 따라가서 자산인가 싶... / 물량이탈 없는데 꽉 잡고 있어야죠.[2],Negative (57%),"오늘, 어제, 대성",False
KOSDAQ,030530,원익홀딩스,31200,4.00%,34550,4.98%,-2.35%,196,흐름 좋다~!! / 니들 내일도 뺄거잖아 / 헤드앤숄더,Negative (67%),"오늘, 물량, 프로그램",False
KOSDAQ,049630,재영솔루텍,2795,2.76%,3070,3.65%,-2.61%,48,외국인 34만주 순매수  ....시장상황 모... / 외국인 매수할때 같이 매수하고 외국인 매도할... / 프매는[1],Negative (55%),"오늘, 외국인, 슬슬",False
KOSPI,010140,삼성중공업,23800,30.48%,24900,30.57%,-2.66%,67,좀 오르나 싶더니 트럼프 연설 반응없으니  속절... / 말 하였지요 / 배당금이나 줘라 !!,Negative (87%),"오늘도, 진짜, !!",False
KOSPI,018880,한온시스템,3045,5.13%,3325,4.97%,-3.18%,66,기회가 기회인 줄 모르다가[2] / 22일 유증 받으려면 / 성군백호(구.사노피),Negative (63%),"유증, 유증가, 공매도",False
KOSPI,015760,한국전력,49000,23.10%,50300,23.00%,-4.30%,95,한국전력 나왔네요..[3] / 산업용 낮에는 내리고 밤에는 올리고[2] / 김성환,Negative (70%),"전기요금, 오늘, 내일",False
KOSPI,006340,대원전선,3770,3.49%,4025,4.37%,-4.80%,65,아무리 단타 잘쳤다ㅋ / 알량한 생각으로 주식을 대응하려 하지 말라 / 사기꾼 회사,Negative (80%),"제주, 박스야, 흑돈",False
KOSDAQ,464490,쿼드메디슨,22900,0.50%,20250,0.28%,-6.72%,326,임마 이거 / 신규상장초신화시작이다 / 여기 주포가 오늘,Positive (52%),"오늘, 어제, 알지",False
KOSDAQ,260660,알리코제약,4495,4.06%,3885,4.71%,-10.99%,62,회사에서 기존 전환사채 상환용으로 / 와우 끝없는 심연이네? 쩐주가 뒤도 안돌아보네 / 개코제약 인갑당,Negative (60%),"전환사채, 여기, 이상",False
KOSDAQ,317240,TS트릴리온,302,3.06%,262,2.97%,-11.18%,71,【 오 후자 료 】[1] / 어제상한가에 1만주매도했다 / 추세 완전히 바뀌겠네요,Negative (61%),"유증, ㅋㅋ, 납입",False
