시장구분,code,종목명,현재가,현재_외국인비중,어제_종가,어제_외국인비중,등락률,당일_게시글수,게시물_요약,감정분석,Top_Keyword,연속_등록
KOSDAQ,191410,육일씨엔에쓰,1990,1.19%,1580,1.07%,-2.93%,6,간작은 개미들은[1] / 대장주 / 5% 이상 하락했어요 😞[1],Mixed,"5%, 이상, 세력형아들아",False
KOSDAQ,039860,나노엔텍,4080,1.24%,4225,1.13%,-3.43%,49,종가에 마이너스 7~10프로 빠졌을때 들어가...[2] / ●트릭 매매에 다 털리는듯 / 눌림줬다~ 상한가 가자,Positive (54%),"역시, 오늘, 근데",False
KOSDAQ,393970,대진첨단소재,5220,7.44%,4895,6.55%,-4.04%,20,ㅇ[2] / 난 음봉줄때 쓸어 담아본다 정원오 관련주 이제 시...[2] / 깨미들[1],Positive (66%),"정원오, 증권소, 깨미들[1]",False
KOSDAQ,017000,신원종합개발,3680,3.58%,2950,2.67%,-4.04%,46,구조대 오나요??[3] / 그래도 상한가 간 종목인데 / 내 예상이 완전히 빗나간겨?,Positive (66%),"이상, 상한가, 상승했어요",False
KOSDAQ,105550,엣지파운드리,1782,2.50%,1621,2.94%,-4.86%,10,어차피 오른다[4] / 프로그램.[1] / 동엽이가 약 안먹고 2만원 설치면 이렇게 된다...[7],Negative (100%),"쌍방울, 지분, 산이유",False
KOSDAQ,270520,앱튼,391,3.77%,397,3.70%,-4.87%,11,오늘은 모든 종목이~~[1] / 이렇게 하락시킬거면 아예 정리매매하고 상폐를시켜라 / 5% 이상 하락했어요 😞,Negative (100%),"쌍방울, 지분, 산이유",False
KOSPI,004310,현대약품,5960,1.22%,6110,1.28%,-5.10%,28,아직도?? 언제탈출하려고 벌써3번째야!! (개인...[2] / 5050[2] / **  만원은 가야지....,Negative (66%),"ㅋㅋ[1], 현대약품, 5060원",False
KOSDAQ,380540,옵티코어,1989,0.53%,2010,0.67%,-5.29%,6,"어제 2,095원에 털고 아쉬웠는데...[1] / 2400 / 전형적인  흔들기내",Negative (100%),"하나, 알려줄게, 전형적인",False
KOSDAQ,220100,퓨쳐켐,32250,6.83%,32700,6.98%,-5.70%,23,지금 이 시각...... / 이종목은 지금은 사지 마세요 / 쫄지말어,Negative (83%),"지금, 이종목은, 시각",False
KOSDAQ,203400,에이비온,2970,5.14%,2980,9.42%,-5.71%,19,뉴코 기술술출 나이백 에이비온 둘다 계약금 아직... / 지후니 리스크 대표적인 주식이다 / @   주주들이  기다리는건,Negative (100%),"뭐가, 걱정이여, 세력들이",False
KOSPI,450140,코오롱모빌리티그룹,7920,0.81%,9060,0.87%,-6.60%,10,코오롱모빌리티 상장 폐지 코오롱에서100%...[1] / 시간이 다가올수록 / 월욜부터 거래정지인데[3],Mixed,"상장, 폐지, 5%",True
KOSDAQ,006730,서부T&D,13030,15.92%,11610,16.62%,-7.39%,148,향후 시나리오 종가까지 / 13800에 공매박다가 뒤질뻔했는데 / 파악은 하고 계셔야 합니다,Negative (52%),"오늘, 상한가, 다시",False
KOSPI,007660,이수페타시스,136000,31.72%,147900,33.19%,-8.23%,138,아직은 매수시점 아닐듯ᆢ[1] / 지수가 살렸네 / 개미털고 이제 들어올리네,Negative (64%),"어제, ..., 기관",False
KOSDAQ,043100,알파AI,1894,1.79%,2065,1.70%,-8.94%,8,전거래량 돌파~ 세력 마지막 매집?[1] / 15% 이상 하락했어요 😞 / 매집은 했는데 나간 흔적이 읍네?[1],Negative (100%),"이상, 하락했어요, 히야~~~",False
KOSDAQ,950250,테라뷰,12780,0.00%,17030,0.00%,-11.74%,226,반등나온다고 말했제 / 개잡주에서 탈출계획을 짜다니[1] / 13000원 한번만 와라.......,Positive (57%),"테라뷰, 시총, 상장",False
KOSDAQ,308080,바이젠셀,13480,0.84%,15800,0.46%,-12.13%,255,설거지 중인데~ 아직도 꼭지에서  게시판에서 ...[1] / 바이젠셀 지분  => 보령        매집중... / 담아라좌형님 오늘안보이네,Negative (61%),"오늘, ㅋㅋㅋ, 바이젠셀",False
KOSDAQ,0015N0,아로마티카,12810,2.33%,16120,2.48%,-12.38%,58,★  예수폭탄  물량이  증권사  주포꺼 ...... / 거래량 겨우 130만 ㅋ / 이렇게 주가 옆으로 기면서[2],Positive (57%),"아로마, 오늘, 거래량",False
KOSPI,009420,한올바이오파마,44400,3.07%,50100,3.04%,-13.79%,318,완벽정리[2] / 한올바이오파마 확ㅡ정(자 료有) 👈[1] / 이말올이다,Positive (50%),"1402, ..., 회사",False
KOSDAQ,288330,파라택시스코리아,943,38.75%,852,38.79%,-14.81%,47,이런 악질 기업은 / 종가 예상 / 차트중에 가장 안좋은 차트네,Mixed,"이상, 하락했어요, 이런",False
KOSDAQ,049630,재영솔루텍,2780,8.21%,2885,7.45%,-14.85%,114,바보[1] / 5일선은좀지켜주면안돼니?!ㅋㅋ[1] / 15% 이상 하락했어요 😞,Negative (58%),"오늘, 이상, 오늘의",False
KOSDAQ,261520,이지스,17030,0.06%,20500,,-16.93%,142,에라모르겠다 2억원어치샀다 ㅎㅎ / 어제부터 계속 들고 있다면 / 이런거에 수천 수억 갖다 바칠거면,Negative (71%),"이지스, 오늘, 공모가",False
