timestamp,event,model,prompt_tokens,output_tokens,total_tokens,req_stocks,resp_stocks,req_posts,req_chars,body_ok,body_fail,cache_hit,cache_miss,posts_dropped,noise_only_stocks
2026-08-13 13:53:03,cache_summary,,,,,,,,,,,12,14,28,0
2026-08-13 13:53:07,batch_call,gemini-2.5-flash-lite,4655,1057,5712,10,10,275,7740,,,,,,
2026-08-13 13:53:09,batch_call,gemini-2.5-flash-lite,2400,459,2859,4,4,117,4333,,,,,,
2026-08-13 14:02:27,cache_summary,,,,,,,,,,,8,11,24,0
2026-08-13 14:02:32,batch_call,gemini-2.5-flash-lite,4676,1168,5844,10,10,278,7782,,,,,,
2026-08-13 14:02:32,batch_call,gemini-2.5-flash-lite,1200,104,1304,1,1,28,2494,,,,,,
2026-08-13 14:03:40,batch_call,gemini-2.5-flash,586,505,2978,,,,960,,,,,,
2026-08-13 14:03:51,batch_call,gemini-2.5-flash,605,419,2875,,,,993,,,,,,
2026-08-13 14:04:06,batch_call,gemini-2.5-flash,622,427,3465,,,,998,,,,,,
2026-08-13 14:04:17,batch_call,gemini-2.5-flash,593,409,2682,,,,970,,,,,,
2026-08-13 14:04:25,batch_call,gemini-2.5-flash,577,346,2170,,,,949,,,,,,
2026-08-13 14:12:48,cache_summary,,,,,,,,,,,10,9,18,0
2026-08-13 14:12:51,batch_call,gemini-2.5-flash-lite,4341,960,5301,9,9,252,7214,,,,,,
2026-08-13 14:22:50,cache_summary,,,,,,,,,,,7,12,19,0
2026-08-13 14:22:54,batch_call,gemini-2.5-flash-lite,4718,974,5692,10,10,283,7742,,,,,,
2026-08-13 14:22:54,batch_call,gemini-2.5-flash-lite,1632,227,1859,2,2,58,3141,,,,,,
2026-08-13 14:33:02,cache_summary,,,,,,,,,,,8,12,23,0
2026-08-13 14:33:05,batch_call,gemini-2.5-flash-lite,4510,971,5481,10,10,281,7453,,,,,,
2026-08-13 14:33:06,batch_call,gemini-2.5-flash-lite,1604,230,1834,2,2,56,3087,,,,,,
2026-08-13 14:42:32,cache_summary,,,,,,,,,,,4,17,40,0
2026-08-13 14:42:36,batch_call,gemini-2.5-flash-lite,4685,1003,5688,10,10,279,7812,,,,,,
2026-08-13 14:42:38,batch_call,gemini-2.5-flash-lite,3343,731,4074,7,7,191,5730,,,,,,
2026-08-13 14:55:04,cache_summary,,,,,,,,,,,8,13,20,0
2026-08-13 14:55:08,batch_call,gemini-2.5-flash-lite,4764,1000,5764,10,10,284,7903,,,,,,
2026-08-13 14:55:09,batch_call,gemini-2.5-flash-lite,2005,295,2300,3,3,86,3696,,,,,,
2026-08-13 15:02:42,cache_summary,,,,,,,,,,,10,11,30,0
2026-08-13 15:02:46,batch_call,gemini-2.5-flash-lite,4465,969,5434,10,10,274,7466,,,,,,
2026-08-13 15:02:47,batch_call,gemini-2.5-flash-lite,1207,109,1316,1,1,26,2481,,,,,,
2026-08-13 15:12:58,cache_summary,,,,,,,,,,,12,9,14,0
2026-08-13 15:13:01,batch_call,gemini-2.5-flash-lite,4279,917,5196,9,9,256,7098,,,,,,
2026-08-13 15:22:47,cache_summary,,,,,,,,,,,7,14,32,0
2026-08-13 15:22:50,batch_call,gemini-2.5-flash-lite,4672,980,5654,10,10,279,7709,,,,,,
2026-08-13 15:22:52,batch_call,gemini-2.5-flash-lite,2360,365,2725,4,4,109,4234,,,,,,
2026-08-13 15:33:16,cache_summary,,,,,,,,,,,11,12,24,0
2026-08-13 15:33:19,batch_call,gemini-2.5-flash-lite,4749,851,5600,10,10,280,7894,,,,,,
2026-08-13 15:33:20,batch_call,gemini-2.5-flash-lite,1576,201,1777,2,2,56,3022,,,,,,
2026-08-14 09:01:59,cache_summary,,,,,,,,,,,0,7,23,0
2026-08-14 09:02:01,batch_call,gemini-2.5-flash-lite,3655,726,4381,7,7,187,6203,,,,,,
2026-08-14 09:11:55,cache_summary,,,,,,,,,,,3,7,21,0
2026-08-14 09:11:59,batch_call,gemini-2.5-flash-lite,3505,696,4201,7,7,189,5926,,,,,,
2026-08-14 09:21:58,cache_summary,,,,,,,,,,,3,11,37,0
2026-08-14 09:22:01,batch_call,gemini-2.5-flash-lite,4367,878,5245,10,10,265,7294,,,,,,
2026-08-14 09:22:01,batch_call,gemini-2.5-flash-lite,1224,109,1333,1,1,28,2513,,,,,,
2026-08-14 09:32:06,cache_summary,,,,,,,,,,,3,12,45,0
2026-08-14 09:32:10,batch_call,gemini-2.5-flash-lite,4234,1077,5311,10,10,259,7067,,,,,,
2026-08-14 09:32:11,batch_call,gemini-2.5-flash-lite,1686,233,1919,2,2,56,3183,,,,,,
2026-08-14 09:42:13,cache_summary,,,,,,,,,,,3,12,47,0
2026-08-14 09:42:16,batch_call,gemini-2.5-flash-lite,4227,1039,5266,10,10,258,7079,,,,,,
2026-08-14 09:42:17,batch_call,gemini-2.5-flash-lite,1544,211,1755,2,2,55,2973,,,,,,
2026-08-14 09:52:20,cache_summary,,,,,,,,,,,1,18,65,0
2026-08-14 09:52:23,batch_call,gemini-2.5-flash-lite,4248,915,5163,10,10,265,7129,,,,,,
2026-08-14 09:52:25,batch_call,gemini-2.5-flash-lite,3745,793,4538,8,8,210,6248,,,,,,
2026-08-14 10:02:16,cache_summary,,,,,,,,,,,3,18,70,0
2026-08-14 10:02:19,batch_call,gemini-2.5-flash-lite,4354,1006,5360,10,10,258,7328,,,,,,
2026-08-14 10:02:22,batch_call,gemini-2.5-flash-lite,3424,685,4109,8,8,212,5778,,,,,,
2026-08-14 10:12:24,cache_summary,,,,,,,,,,,3,18,57,0
2026-08-14 10:12:27,batch_call,gemini-2.5-flash-lite,4442,984,5426,10,10,270,7446,,,,,,
2026-08-14 10:12:29,batch_call,gemini-2.5-flash-lite,3677,733,4410,8,8,213,6113,,,,,,
2026-08-14 10:22:16,cache_summary,,,,,,,,,,,2,20,63,0
2026-08-14 10:22:21,batch_call,gemini-2.5-flash-lite,4601,992,5593,10,10,277,7702,,,,,,
2026-08-14 10:22:25,batch_call,gemini-2.5-flash-lite,4220,976,5196,10,10,260,7017,,,,,,
2026-08-14 10:32:19,cache_summary,,,,,,,,,,,5,18,54,0
2026-08-14 10:32:22,batch_call,gemini-2.5-flash-lite,4577,913,5490,10,10,277,7682,,,,,,
2026-08-14 10:32:25,batch_call,gemini-2.5-flash-lite,3465,703,4168,8,8,209,5886,,,,,,
2026-08-14 10:42:37,cache_summary,,,,,,,,,,,5,19,53,0
2026-08-14 10:42:41,batch_call,gemini-2.5-flash-lite,4566,979,5545,10,10,276,7641,,,,,,
2026-08-14 10:42:45,batch_call,gemini-2.5-flash-lite,3845,1140,4985,9,9,241,6424,,,,,,
2026-08-14 10:52:18,cache_summary,,,,,,,,,,,5,19,51,0
2026-08-14 10:52:22,batch_call,gemini-2.5-flash-lite,4589,1104,5693,10,10,278,7669,,,,,,
2026-08-14 10:52:25,batch_call,gemini-2.5-flash-lite,3836,1027,4863,9,9,241,6394,,,,,,
2026-08-14 11:02:26,cache_summary,,,,,,,,,,,4,13,36,0
2026-08-14 11:02:30,batch_call,gemini-2.5-flash-lite,4488,976,5464,10,10,276,7475,,,,,,
2026-08-14 11:02:31,batch_call,gemini-2.5-flash-lite,1826,303,2129,3,3,78,3381,,,,,,
2026-08-14 11:02:51,batch_call,gemini-2.5-flash-lite,233,60,293,,,,500,,,,,,
2026-08-14 11:04:12,batch_call,gemini-2.5-flash,564,411,2934,,,,950,,,,,,
2026-08-14 11:04:27,batch_call,gemini-2.5-flash,591,363,3628,,,,954,,,,,,
2026-08-14 11:04:39,batch_call,gemini-2.5-flash,606,386,3093,,,,995,,,,,,
2026-08-14 11:04:49,batch_call,gemini-2.5-flash,613,336,2488,,,,996,,,,,,
2026-08-14 11:05:03,batch_call,gemini-2.5-flash,582,402,3539,,,,956,,,,,,
2026-08-14 11:12:29,cache_summary,,,,,,,,,,,5,13,36,0
2026-08-14 11:12:33,batch_call,gemini-2.5-flash-lite,4538,875,5413,10,10,276,7586,,,,,,
2026-08-14 11:12:34,batch_call,gemini-2.5-flash-lite,1830,295,2125,3,3,78,3392,,,,,,
2026-08-14 11:22:45,cache_summary,,,,,,,,,,,8,10,28,0
2026-08-14 11:22:48,batch_call,gemini-2.5-flash-lite,4500,950,5450,10,10,272,7449,,,,,,
2026-08-14 11:32:30,cache_summary,,,,,,,,,,,6,12,31,0
2026-08-14 11:32:33,batch_call,gemini-2.5-flash-lite,4367,848,5215,10,10,272,7261,,,,,,
2026-08-14 11:32:35,batch_call,gemini-2.5-flash-lite,1725,246,1971,2,2,57,3278,,,,,,
2026-08-14 11:42:43,cache_summary,,,,,,,,,,,4,15,40,0
2026-08-14 11:42:46,batch_call,gemini-2.5-flash-lite,4586,847,5433,10,10,278,7617,,,,,,
2026-08-14 11:42:49,batch_call,gemini-2.5-flash-lite,2476,576,3052,5,5,132,4379,,,,,,
2026-08-14 11:57:07,cache_summary,,,,,,,,,,,2,17,45,0
2026-08-14 11:57:10,batch_call,gemini-2.5-flash-lite,4494,996,5490,10,10,278,7457,,,,,,
2026-08-14 11:57:12,batch_call,gemini-2.5-flash-lite,3383,695,4078,7,7,187,5676,,,,,,
2026-08-14 12:02:26,cache_summary,,,,,,,,,,,5,15,32,0
2026-08-14 12:02:29,batch_call,gemini-2.5-flash-lite,4595,931,5526,10,10,281,7588,,,,,,
2026-08-14 12:02:30,batch_call,gemini-2.5-flash-lite,2587,454,3041,5,5,137,4504,,,,,,
2026-08-14 12:12:43,cache_summary,,,,,,,,,,,4,17,44,0
2026-08-14 12:12:46,batch_call,gemini-2.5-flash-lite,4422,961,5383,10,10,275,7336,,,,,,
2026-08-14 12:12:49,batch_call,gemini-2.5-flash-lite,3619,655,4274,7,7,191,6082,,,,,,
2026-08-14 12:16:24,cache_summary,,,,,,,,,,,12,9,25,0
2026-08-14 12:16:26,batch_call,gemini-2.5-flash-lite,4120,788,4908,9,9,245,6830,,,,,,
2026-08-14 12:22:13,cache_summary,,,,,,,,,,,13,9,23,0
2026-08-14 12:22:16,batch_call,gemini-2.5-flash-lite,4082,765,4847,9,9,247,6778,,,,,,
2026-08-14 12:32:22,cache_summary,,,,,,,,,,,8,14,41,0
2026-08-14 12:32:26,batch_call,gemini-2.5-flash-lite,4398,911,5309,10,10,271,7278,,,,,,
2026-08-14 12:32:27,batch_call,gemini-2.5-flash-lite,2278,363,2641,4,4,108,4088,,,,,,
2026-08-14 12:42:27,cache_summary,,,,,,,,,,,6,16,46,0
2026-08-14 12:42:31,batch_call,gemini-2.5-flash-lite,4370,1159,5529,10,10,267,7291,,,,,,
2026-08-14 12:42:32,batch_call,gemini-2.5-flash-lite,3134,462,3596,6,6,167,5392,,,,,,
2026-08-14 12:52:23,cache_summary,,,,,,,,,,,9,13,40,0
2026-08-14 12:52:26,batch_call,gemini-2.5-flash-lite,4405,1076,5481,10,10,267,7302,,,,,,
2026-08-14 12:52:28,batch_call,gemini-2.5-flash-lite,2019,308,2327,3,3,83,3692,,,,,,
2026-08-14 13:02:33,cache_summary,,,,,,,,,,,12,10,37,0
2026-08-14 13:02:36,batch_call,gemini-2.5-flash-lite,4354,968,5322,10,10,263,7271,,,,,,
2026-08-14 13:12:42,cache_summary,,,,,,,,,,,9,14,46,0
2026-08-14 13:12:46,batch_call,gemini-2.5-flash-lite,4545,958,5503,10,10,269,7492,,,,,,
2026-08-14 13:12:47,batch_call,gemini-2.5-flash-lite,2421,387,2808,4,4,105,4277,,,,,,
2026-08-14 13:22:13,cache_summary,,,,,,,,,,,10,13,39,0
2026-08-14 13:22:18,batch_call,gemini-2.5-flash-lite,4528,1214,5742,10,10,269,7509,,,,,,
2026-08-14 13:22:19,batch_call,gemini-2.5-flash-lite,2187,326,2513,3,3,82,3919,,,,,,
2026-08-14 13:32:35,cache_summary,,,,,,,,,,,13,10,35,0
2026-08-14 13:32:39,batch_call,gemini-2.5-flash-lite,4507,1039,5546,10,10,265,7513,,,,,,
2026-08-14 13:42:31,cache_summary,,,,,,,,,,,8,15,50,0
2026-08-14 13:42:34,batch_call,gemini-2.5-flash-lite,4488,821,5309,10,10,269,7452,,,,,,
2026-08-14 13:42:36,batch_call,gemini-2.5-flash-lite,2584,398,2982,5,5,131,4521,,,,,,
2026-08-14 13:52:33,cache_summary,,,,,,,,,,,11,13,29,0
2026-08-14 13:52:36,batch_call,gemini-2.5-flash-lite,4552,1017,5569,10,10,275,7574,,,,,,
2026-08-14 13:52:37,batch_call,gemini-2.5-flash-lite,2134,284,2418,3,3,86,3832,,,,,,
2026-08-14 14:02:48,cache_summary,,,,,,,,,,,6,12,41,0
2026-08-14 14:02:52,batch_call,gemini-2.5-flash-lite,4372,1009,5381,10,10,261,7297,,,,,,
2026-08-14 14:02:52,batch_call,gemini-2.5-flash-lite,1729,227,1956,2,2,58,3276,,,,,,
2026-08-14 14:04:38,batch_call,gemini-2.5-flash,584,441,4105,,,,955,,,,,,
2026-08-14 14:04:51,batch_call,gemini-2.5-flash,562,356,3116,,,,933,,,,,,
2026-08-14 14:05:00,batch_call,gemini-2.5-flash,581,394,2370,,,,949,,,,,,
2026-08-14 14:05:12,batch_call,gemini-2.5-flash,575,414,3167,,,,964,,,,,,
2026-08-14 14:05:24,batch_call,gemini-2.5-flash,545,397,2515,,,,923,,,,,,
2026-08-14 14:12:42,cache_summary,,,,,,,,,,,6,13,38,0
2026-08-14 14:12:46,batch_call,gemini-2.5-flash-lite,4411,1067,5478,10,10,266,7402,,,,,,
2026-08-14 14:12:47,batch_call,gemini-2.5-flash-lite,2130,321,2451,3,3,86,3830,,,,,,
2026-08-14 14:22:34,cache_summary,,,,,,,,,,,8,11,33,0
2026-08-14 14:22:38,batch_call,gemini-2.5-flash-lite,4753,1145,5898,10,10,269,7819,,,,,,
2026-08-14 14:22:39,batch_call,gemini-2.5-flash-lite,1174,107,1281,1,1,28,2456,,,,,,
2026-08-14 14:32:38,cache_summary,,,,,,,,,,,9,11,31,0
2026-08-14 14:32:43,batch_call,gemini-2.5-flash-lite,4850,1057,5907,10,10,271,7965,,,,,,
2026-08-14 14:32:44,batch_call,gemini-2.5-flash-lite,1172,108,1280,1,1,28,2451,,,,,,
2026-08-14 14:42:43,cache_summary,,,,,,,,,,,9,11,37,0
2026-08-14 14:42:46,batch_call,gemini-2.5-flash-lite,4512,973,5485,10,10,265,7589,,,,,,
2026-08-14 14:42:47,batch_call,gemini-2.5-flash-lite,1168,96,1264,1,1,28,2445,,,,,,
2026-08-14 14:52:38,cache_summary,,,,,,,,,,,7,13,41,0
2026-08-14 14:52:42,batch_call,gemini-2.5-flash-lite,4398,1062,5460,10,10,264,7326,,,,,,
2026-08-14 14:52:43,batch_call,gemini-2.5-flash-lite,2148,285,2433,3,3,85,3932,,,,,,
2026-08-14 15:02:36,cache_summary,,,,,,,,,,,8,12,30,0
2026-08-14 15:02:39,batch_call,gemini-2.5-flash-lite,4576,973,5549,10,10,273,7658,,,,,,
2026-08-14 15:02:40,batch_call,gemini-2.5-flash-lite,1684,211,1895,2,2,57,3222,,,,,,
2026-08-14 15:12:41,cache_summary,,,,,,,,,,,5,15,48,0
2026-08-14 15:12:44,batch_call,gemini-2.5-flash-lite,4438,871,5309,10,10,267,7454,,,,,,
2026-08-14 15:12:46,batch_call,gemini-2.5-flash-lite,2794,494,3288,5,5,135,4844,,,,,,
2026-08-14 15:22:23,cache_summary,,,,,,,,,,,8,12,33,0
2026-08-14 15:22:27,batch_call,gemini-2.5-flash-lite,4449,985,5434,10,10,271,7443,,,,,,
2026-08-14 15:22:28,batch_call,gemini-2.5-flash-lite,1678,217,1895,2,2,56,3219,,,,,,
2026-08-14 15:32:49,cache_summary,,,,,,,,,,,7,14,33,0
2026-08-14 15:32:52,batch_call,gemini-2.5-flash-lite,4524,804,5328,10,10,277,7569,,,,,,
2026-08-14 15:32:53,batch_call,gemini-2.5-flash-lite,2312,425,2737,4,4,110,4144,,,,,,
2026-08-18 09:01:40,cache_summary,,,,,,,,,,,0,3,10,0
2026-08-18 09:01:42,batch_call,gemini-2.5-flash-lite,1953,330,2283,3,3,80,3628,,,,,,
2026-08-18 09:11:59,cache_summary,,,,,,,,,,,1,6,28,0
2026-08-18 09:12:01,batch_call,gemini-2.5-flash-lite,2964,562,3526,6,6,152,5170,,,,,,
2026-08-18 09:21:47,cache_summary,,,,,,,,,,,1,7,32,0
2026-08-18 09:21:50,batch_call,gemini-2.5-flash-lite,3316,688,4004,7,7,178,5707,,,,,,
2026-08-18 09:31:56,cache_summary,,,,,,,,,,,1,7,31,0
2026-08-18 09:31:58,batch_call,gemini-2.5-flash-lite,3344,679,4023,7,7,179,5725,,,,,,
2026-08-18 09:41:55,cache_summary,,,,,,,,,,,0,10,41,0
2026-08-18 09:41:59,batch_call,gemini-2.5-flash-lite,4458,1037,5495,10,10,259,7379,,,,,,
2026-08-18 09:52:05,cache_summary,,,,,,,,,,,1,11,39,0
2026-08-18 09:52:08,batch_call,gemini-2.5-flash-lite,4508,940,5448,10,10,268,7420,,,,,,
2026-08-18 09:52:09,batch_call,gemini-2.5-flash-lite,1161,127,1288,1,1,23,2434,,,,,,
2026-08-18 10:02:05,cache_summary,,,,,,,,,,,2,10,33,0
2026-08-18 10:02:09,batch_call,gemini-2.5-flash-lite,4433,960,5393,10,10,267,7310,,,,,,
2026-08-18 10:12:15,cache_summary,,,,,,,,,,,1,13,41,0
2026-08-18 10:12:20,batch_call,gemini-2.5-flash-lite,4475,1089,5564,10,10,266,7387,,,,,,
2026-08-18 10:12:21,batch_call,gemini-2.5-flash-lite,1994,310,2304,3,3,83,3702,,,,,,
2026-08-18 10:21:52,cache_summary,,,,,,,,,,,1,13,40,0
2026-08-18 10:21:56,batch_call,gemini-2.5-flash-lite,4487,934,5421,10,10,267,7426,,,,,,
2026-08-18 10:21:57,batch_call,gemini-2.5-flash-lite,1987,276,2263,3,3,83,3681,,,,,,
2026-08-18 10:32:20,cache_summary,,,,,,,,,,,4,15,41,0
2026-08-18 10:32:24,batch_call,gemini-2.5-flash-lite,4403,1118,5521,10,10,266,7298,,,,,,
2026-08-18 10:32:26,batch_call,gemini-2.5-flash-lite,2612,516,3128,5,5,143,4613,,,,,,
2026-08-18 10:41:57,cache_summary,,,,,,,,,,,3,17,67,0
2026-08-18 10:42:01,batch_call,gemini-2.5-flash-lite,4364,960,5324,10,10,256,7295,,,,,,
2026-08-18 10:42:04,batch_call,gemini-2.5-flash-lite,3231,777,4008,7,7,187,5543,,,,,,
2026-08-18 10:52:22,cache_summary,,,,,,,,,,,6,14,49,0
2026-08-18 10:52:26,batch_call,gemini-2.5-flash-lite,4333,1010,5343,10,10,265,7226,,,,,,
2026-08-18 10:52:28,batch_call,gemini-2.5-flash-lite,2217,429,2646,4,4,106,4014,,,,,,
2026-08-18 11:02:12,cache_summary,,,,,,,,,,,2,6,22,0
2026-08-18 11:02:14,batch_call,gemini-2.5-flash-lite,3052,597,3649,6,6,158,5318,,,,,,
2026-08-18 11:04:39,batch_call,gemini-2.5-flash,576,352,2198,,,,943,,,,,,
2026-08-18 11:04:52,batch_call,gemini-2.5-flash,595,470,2851,,,,963,,,,,,
2026-08-18 11:05:03,batch_call,gemini-2.5-flash,572,496,2822,,,,934,,,,,,
2026-08-18 11:05:14,batch_call,gemini-2.5-flash,592,399,2542,,,,968,,,,,,
2026-08-18 11:05:32,batch_call,gemini-2.5-flash,603,396,4220,,,,976,,,,,,
2026-08-18 11:12:12,cache_summary,,,,,,,,,,,2,7,22,0
2026-08-18 11:12:14,batch_call,gemini-2.5-flash-lite,3397,645,4042,7,7,188,5828,,,,,,
2026-08-18 11:21:57,cache_summary,,,,,,,,,,,2,7,25,0
2026-08-18 11:21:59,batch_call,gemini-2.5-flash-lite,3443,693,4136,7,7,185,5883,,,,,,
2026-08-18 11:32:24,cache_summary,,,,,,,,,,,2,9,30,0
2026-08-18 11:32:29,batch_call,gemini-2.5-flash-lite,4185,921,5106,9,9,240,6971,,,,,,
2026-08-18 11:42:20,cache_summary,,,,,,,,,,,2,9,28,0
2026-08-18 11:42:26,batch_call,gemini-2.5-flash-lite,4259,1226,5485,9,9,242,7106,,,,,,
2026-08-18 11:52:25,cache_summary,,,,,,,,,,,5,7,20,0
2026-08-18 11:52:28,batch_call,gemini-2.5-flash-lite,3463,637,4100,7,7,190,5934,,,,,,
2026-08-18 12:02:14,cache_summary,,,,,,,,,,,3,10,36,0
2026-08-18 12:02:17,batch_call,gemini-2.5-flash-lite,4612,1060,5672,10,10,264,7629,,,,,,
2026-08-18 12:12:34,cache_summary,,,,,,,,,,,2,11,37,0
2026-08-18 12:12:39,batch_call,gemini-2.5-flash-lite,4540,1153,5693,10,10,266,7510,,,,,,
2026-08-18 12:12:39,batch_call,gemini-2.5-flash-lite,1138,118,1256,1,1,27,2398,,,,,,
2026-08-18 12:22:02,cache_summary,,,,,,,,,,,8,6,22,0
2026-08-18 12:22:05,batch_call,gemini-2.5-flash-lite,3063,620,3683,6,6,158,5305,,,,,,
2026-08-18 12:32:14,cache_summary,,,,,,,,,,,3,10,33,0
2026-08-18 12:32:19,batch_call,gemini-2.5-flash-lite,4737,1168,5905,10,10,267,7850,,,,,,
2026-08-18 12:42:16,cache_summary,,,,,,,,,,,3,11,31,0
2026-08-18 12:42:20,batch_call,gemini-2.5-flash-lite,4627,993,5620,10,10,273,7665,,,,,,
2026-08-18 12:42:20,batch_call,gemini-2.5-flash-lite,1218,101,1319,1,1,26,2520,,,,,,
2026-08-18 12:52:18,cache_summary,,,,,,,,,,,5,9,34,0
2026-08-18 12:52:23,batch_call,gemini-2.5-flash-lite,4150,948,5098,9,9,236,6963,,,,,,
2026-08-18 13:02:24,cache_summary,,,,,,,,,,,1,13,42,0
2026-08-18 13:02:27,batch_call,gemini-2.5-flash-lite,4728,1095,5823,10,10,272,7801,,,,,,
2026-08-18 13:02:29,batch_call,gemini-2.5-flash-lite,1841,328,2169,3,3,76,3465,,,,,,
2026-08-18 13:12:22,cache_summary,,,,,,,,,,,4,12,36,0
2026-08-18 13:12:25,batch_call,gemini-2.5-flash-lite,4598,905,5503,10,10,274,7630,,,,,,
2026-08-18 13:12:26,batch_call,gemini-2.5-flash-lite,1531,258,1789,2,2,50,2983,,,,,,
2026-08-18 13:22:27,cache_summary,,,,,,,,,,,5,10,35,0
2026-08-18 13:22:31,batch_call,gemini-2.5-flash-lite,4590,952,5542,10,10,265,7611,,,,,,
2026-08-18 13:32:27,cache_summary,,,,,,,,,,,4,13,34,0
2026-08-18 13:32:30,batch_call,gemini-2.5-flash-lite,4700,972,5672,10,10,276,7740,,,,,,
2026-08-18 13:32:31,batch_call,gemini-2.5-flash-lite,1856,329,2185,3,3,80,3493,,,,,,
2026-08-18 13:42:21,cache_summary,,,,,,,,,,,8,9,26,0
2026-08-18 13:42:24,batch_call,gemini-2.5-flash-lite,4185,939,5124,9,9,244,6998,,,,,,
2026-08-18 13:52:11,cache_summary,,,,,,,,,,,7,11,29,0
2026-08-18 13:52:14,batch_call,gemini-2.5-flash-lite,4459,974,5433,10,10,272,7446,,,,,,
2026-08-18 13:52:15,batch_call,gemini-2.5-flash-lite,1218,92,1310,1,1,29,2502,,,,,,
2026-08-18 14:02:34,cache_summary,,,,,,,,,,,5,6,16,0
2026-08-18 14:02:37,batch_call,gemini-2.5-flash-lite,3123,585,3708,6,6,164,5434,,,,,,
2026-08-18 14:04:56,batch_call,gemini-2.5-flash,594,385,2865,,,,957,,,,,,
2026-08-18 14:05:07,batch_call,gemini-2.5-flash,575,369,2634,,,,944,,,,,,
2026-08-18 14:05:18,batch_call,gemini-2.5-flash,633,400,2772,,,,1012,,,,,,
2026-08-18 14:05:28,batch_call,gemini-2.5-flash,576,366,2542,,,,955,,,,,,
2026-08-18 14:05:40,batch_call,gemini-2.5-flash,594,441,2790,,,,981,,,,,,
2026-08-18 14:12:16,cache_summary,,,,,,,,,,,7,4,9,0
2026-08-18 14:12:18,batch_call,gemini-2.5-flash-lite,2387,530,2917,4,4,111,4306,,,,,,
2026-08-18 14:22:20,cache_summary,,,,,,,,,,,3,7,16,0
2026-08-18 14:22:23,batch_call,gemini-2.5-flash-lite,3627,758,4385,7,7,194,6175,,,,,,
2026-08-18 14:32:33,cache_summary,,,,,,,,,,,4,7,23,0
2026-08-18 14:32:36,batch_call,gemini-2.5-flash-lite,3549,822,4371,7,7,187,6047,,,,,,
2026-08-18 14:42:30,cache_summary,,,,,,,,,,,5,8,25,0
2026-08-18 14:42:33,batch_call,gemini-2.5-flash-lite,3805,743,4548,8,8,215,6381,,,,,,
2026-08-18 14:52:33,cache_summary,,,,,,,,,,,8,5,15,0
2026-08-18 14:52:35,batch_call,gemini-2.5-flash-lite,2677,545,3222,5,5,135,4707,,,,,,
2026-08-18 15:02:30,cache_summary,,,,,,,,,,,5,8,22,0
2026-08-18 15:02:33,batch_call,gemini-2.5-flash-lite,3883,859,4742,8,8,218,6481,,,,,,
2026-08-18 15:12:21,cache_summary,,,,,,,,,,,7,6,20,0
2026-08-18 15:12:24,batch_call,gemini-2.5-flash-lite,2970,667,3637,6,6,160,5128,,,,,,
2026-08-18 15:22:23,cache_summary,,,,,,,,,,,2,12,32,0
2026-08-18 15:22:27,batch_call,gemini-2.5-flash-lite,4698,966,5664,10,10,275,7743,,,,,,
2026-08-18 15:22:28,batch_call,gemini-2.5-flash-lite,1592,211,1803,2,2,53,3080,,,,,,
2026-08-18 15:32:31,cache_summary,,,,,,,,,,,5,10,22,0
2026-08-18 15:32:36,batch_call,gemini-2.5-flash-lite,4766,1116,5882,10,10,278,7856,,,,,,
2026-08-19 09:01:41,cache_summary,,,,,,,,,,,0,6,11,0
2026-08-19 09:01:44,batch_call,gemini-2.5-flash-lite,3091,625,3716,6,6,169,5313,,,,,,
2026-08-19 09:11:57,cache_summary,,,,,,,,,,,1,7,19,0
2026-08-19 09:12:00,batch_call,gemini-2.5-flash-lite,3566,617,4183,7,7,191,6075,,,,,,
2026-08-19 09:22:33,cache_summary,,,,,,,,,,,0,9,23,0
2026-08-19 09:22:36,batch_call,gemini-2.5-flash-lite,4203,805,5008,9,9,247,7016,,,,,,
2026-08-19 09:32:01,cache_summary,,,,,,,,,,,1,10,28,0
2026-08-19 09:32:05,batch_call,gemini-2.5-flash-lite,4559,1018,5577,10,10,272,7562,,,,,,
2026-08-19 09:42:00,cache_summary,,,,,,,,,,,3,10,26,0
2026-08-19 09:42:04,batch_call,gemini-2.5-flash-lite,4504,864,5368,10,10,274,7522,,,,,,
2026-08-19 09:52:01,cache_summary,,,,,,,,,,,1,14,51,0
2026-08-19 09:52:05,batch_call,gemini-2.5-flash-lite,4602,1091,5693,10,10,271,7580,,,,,,
2026-08-19 09:52:06,batch_call,gemini-2.5-flash-lite,2125,440,2565,4,4,98,3934,,,,,,
2026-08-19 10:02:12,cache_summary,,,,,,,,,,,3,13,52,0
2026-08-19 10:02:16,batch_call,gemini-2.5-flash-lite,4385,975,5360,10,10,261,7287,,,,,,
2026-08-19 10:02:18,batch_call,gemini-2.5-flash-lite,1872,406,2278,3,3,77,3527,,,,,,
2026-08-19 10:12:12,cache_summary,,,,,,,,,,,3,15,53,0
2026-08-19 10:12:16,batch_call,gemini-2.5-flash-lite,4465,1001,5466,10,10,271,7387,,,,,,
2026-08-19 10:12:18,batch_call,gemini-2.5-flash-lite,2649,445,3094,5,5,126,4693,,,,,,
2026-08-19 10:22:19,cache_summary,,,,,,,,,,,2,19,72,0
2026-08-19 10:22:22,batch_call,gemini-2.5-flash-lite,4486,1016,5502,10,10,272,7364,,,,,,
2026-08-19 10:22:26,batch_call,gemini-2.5-flash-lite,3924,1117,5041,9,9,226,6678,,,,,,
2026-08-19 10:32:08,cache_summary,,,,,,,,,,,4,17,65,0
