date,005930_삼성전자,000660_SK하이닉스,005935_삼성전자우,402340_SK스퀘어,009150_삼성전기,373220_LG에너지솔루션,005380_현대차,207940_삼성바이오로직스,105560_KB금융,028260_삼성물산,032830_삼성생명,012450_한화에어로스페이스,034020_두산에너빌리티,055550_신한지주,329180_HD현대중공업,000270_기아,034730_SK,006400_삼성SDI,068270_셀트리온,086790_하나금융지주,066570_LG전자,012330_현대모비스,010120_LS ELECTRIC,035420_NAVER,000810_삼성화재,298040_효성중공업,316140_우리금융지주,267260_HD현대일렉트릭,096770_SK이노베이션,042660_한화오션,005490_POSCO홀딩스,000150_두산,009540_HD한국조선해양,010130_고려아연,042700_한미반도체,138040_메리츠금융지주,011200_HMM,015760_한국전력,017670_SK텔레콤,033780_KT&G,010140_삼성중공업,051910_LG화학,010950_S-Oil,006800_미래에셋증권,003550_LG,018260_삼성에스디에스,267250_HD현대,024110_기업은행,003670_포스코퓨처엠,079550_LIG디펜스앤에어로스페이스,035720_카카오,086280_현대글로비스,272210_한화시스템,278470_에이피알,000720_현대건설,030200_KT,064350_현대로템,011070_LG이노텍,047810_한국항공우주,005830_DB손해보험,003490_대한항공,443060_HD현대마린솔루션,307950_현대오토에버,071050_한국금융지주,078930_GS,006260_LS,047050_포스코인터내셔널,028050_삼성E&A,005940_NH투자증권,323410_카카오뱅크,000500_가온전선,180640_한진칼,003230_삼양식품,259960_크래프톤,007660_이수페타시스,090430_아모레퍼시픽,016360_삼성증권,047040_대우건설,161390_한국타이어앤테크놀로지,021240_코웨이,039490_키움증권,000880_한화,352820_하이브,064400_LG씨엔에스,128940_한미약품,009830_한화솔루션,062040_산일전기,267270_HD건설기계,032640_LG유플러스,001440_대한전선,005387_현대차2우B,326030_SK바이오팜,353200_대덕전자,000990_DB하이텍,175330_JB금융지주,241560_두산밥캣,377300_카카오페이,000100_유한양행,052690_한전기술,029780_삼성카드
20260831,260000,1674000,186500,1037000,1458000,378000,403500,1518000,173300,376500,306000,1102000,82500,108900,449500,131000,545000,577000,188900,136300,216500,453500,207500,217000,665000,2963000,33800,781000,125500,88000,338500,1263000,348500,1277000,220500,122200,21450,31900,94200,178100,20900,280000,150100,34700,119400,240000,219000,20700,200500,694000,36550,207500,73200,464500,123300,53400,136200,642000,131000,181100,28100,207500,421500,192200,127100,311500,53700,47100,26550,21850,210000,133000,1531000,227000,114000,147200,88000,18190,66600,96900,277500,135500,179400,77200,492500,33850,196100,133300,14990,29400,190600,87300,112700,95000,28350,62300,46450,83700,116400,46950
20260901,261000,1693000,190300,1067000,1430000,367000,400500,1520000,171200,390500,309500,1058000,81400,111100,453000,131200,586000,569000,188000,137400,206500,443500,204500,215000,677000,2916000,34550,769000,135300,87900,341000,1206000,353500,1251000,215000,125400,21350,32350,94600,174900,21000,282000,151700,34900,120300,245000,219000,20900,191300,685000,36500,209500,70600,432500,120700,54000,130300,590000,127200,192600,28750,203000,406000,191000,124700,310000,55300,45800,26500,21950,208500,129800,1492000,231000,111100,146300,88300,16820,67400,97800,282000,128300,178000,75800,492000,33100,195600,129600,15220,28650,190800,89000,111500,94400,29250,62100,45900,82700,110500,46050
20260902,250500,1613000,185500,982000,1400000,347500,378000,1501000,169100,373000,294000,1025000,76600,110500,422000,124400,545000,538000,186300,134900,200500,415500,195700,209000,657000,2765000,34500,711000,131500,82000,330000,1121000,329500,1216000,213500,129800,20800,31250,91400,174400,19940,269000,150900,33000,118500,233000,209500,20850,176000,655000,35100,195000,66900,419000,112600,53800,122900,567000,122600,190900,28900,199000,385500,185400,120000,296500,53200,43700,26050,21900,201000,139100,1475000,221000,112000,142300,85200,16280,65600,98700,274000,126500,175700,74500,474000,30300,183800,124700,14890,27550,180000,86300,108900,89200,30550,60200,44750,81300,105800,45400
20260903,250000,1596000,184100,981000,1348000,365500,383500,1477000,177900,372000,303000,1047000,79200,114500,435000,127400,545000,539000,187100,139500,199700,423500,192100,207500,702000,2725000,34650,706000,130800,86500,342000,1125000,344000,1224000,210500,136900,21350,32450,89000,174700,21650,287000,147900,33200,118300,226000,213500,21150,183800,665000,35350,202000,68000,406000,119500,53800,126400,556000,125000,203000,29150,205500,384500,186600,118900,292000,55500,46100,26300,21800,208500,133800,1424000,218000,106000,142500,86600,16750,66500,98200,268500,133700,176000,72500,460500,29900,186500,135300,14810,26950,184600,86400,101600,88100,31600,62800,44800,81400,107400,46600
20260904,255500,1647000,191600,1041000,1401000,358500,383500,1447000,172000,367000,297500,1055000,79200,110300,436500,126500,573000,548000,188100,134300,201500,422000,195300,213500,663000,2732000,33200,714000,138300,86800,337000,1142000,348500,1222000,230000,135500,21050,32150,92500,172500,21400,282000,157300,34450,121100,238000,240500,20700,183600,652000,36200,206000,68800,394000,119700,54300,126800,562000,126500,195700,30200,210500,395000,188800,123900,299500,54700,45850,26650,21950,212000,146000,1417000,216500,111100,143300,86800,16850,65400,99400,270500,137400,178500,74100,473500,30050,191700,140000,14760,27400,184800,86600,99500,89900,31000,62800,47300,81400,107600,46150
20260907,270000,1783000,199600,1125000,1454000,362500,393000,1466000,175900,384000,312000,1039000,87900,113900,449000,128400,611000,541000,186300,138900,214000,432000,207000,218000,656000,2965000,34200,763000,137900,87300,335500,1271000,351500,1224000,240500,133700,21450,32750,93800,170300,21400,279500,157600,34700,124500,242500,243500,20900,182600,659000,36550,210000,70600,384000,126900,54900,127200,586000,129400,192400,30350,212000,402000,190900,125600,316500,54700,48000,26900,22050,234500,148900,1330000,218000,111900,140800,87700,18410,65400,97700,272500,139000,180800,76300,475500,29650,198900,140000,15090,28650,187500,85000,103600,100800,31400,63700,46750,80700,122300,46650
20260908,269500,1793000,198400,1131000,1370000,348500,385000,1440000,173700,382000,308000,1027000,89500,113200,444500,125400,603000,530000,183100,136800,205000,415000,200500,214500,647000,2834000,34050,728000,138000,86100,328500,1247000,346500,1213000,244500,130800,21150,34100,92400,169800,21300,270000,159400,35050,118900,230000,246500,20800,180600,666000,35400,203000,69700,377000,131400,54300,126300,545000,127800,187300,30100,212500,385500,192500,124500,302500,54300,49150,26650,21900,227500,148400,1291000,213500,110300,140000,87300,19970,64200,99800,273000,138300,181400,73400,471000,29150,201000,138600,14880,28750,185600,83200,99900,103400,31300,62700,46500,79100,142600,46500
20260909,269500,1856000,197500,1138000,1404000,371000,388000,1452000,172000,376000,303500,1047000,91700,110600,463500,126800,602000,574000,183100,134000,204500,417500,211500,210000,641000,2931000,33500,751000,153500,88100,337000,1299000,356000,1227000,250500,125000,20850,33750,91300,168400,21600,285000,165900,35050,119100,224500,255000,20600,192100,670000,35050,202500,71100,368500,133600,53100,126100,553000,129100,186100,29800,210500,392500,192800,122100,330000,58000,50800,26550,21600,265500,143500,1265000,209000,112300,138300,87200,19450,63100,97800,273500,142000,174200,72100,494500,30800,210500,143000,14910,31100,184700,83800,106100,111500,31100,63600,46950,80000,143100,45950
20260910,269000,1853000,203000,1135000,1400000,365000,389000,1423000,173400,379500,309500,1067000,89900,110300,453500,127000,612000,561000,180800,135300,206500,415500,206000,208000,647000,2891000,34000,746000,153100,85500,339000,1322000,351500,1224000,253000,127400,20850,32750,90400,169100,21350,280500,154900,34750,118000,227000,245500,20500,193000,680000,34900,204000,72400,361000,131200,52000,123900,557000,133100,186200,29550,229500,394500,193400,117900,321500,57300,50400,26300,21350,250000,136900,1264000,208500,113000,138500,87400,19750,63100,96200,274500,138600,171300,72300,481500,30250,196200,141200,14760,29700,183400,83400,102500,115200,31450,63000,48450,78900,145000,45600
20260911,259500,1812000,193300,1089000,1400000,360000,382500,1415000,177900,367000,307500,1081000,90800,112900,479000,126600,585000,545000,178200,137800,199500,415500,204500,206500,686000,2854000,35100,747000,144800,85600,334000,1356000,365500,1179000,231000,128400,20850,33100,90900,171800,21400,273000,150000,33450,112500,222500,247500,20850,185300,678000,34500,208500,70900,372000,134900,52700,124100,543000,130500,191700,28950,247000,390000,193600,119000,319500,57700,51000,26300,21350,254000,139500,1278000,212500,109900,140500,87400,19890,62300,95200,278000,137300,173000,71900,464000,29800,198600,142500,14890,29500,180500,79400,100000,105800,31750,61600,46250,79400,152000,45500
20260914,249000,1697000,183400,1000000,1337000,351500,371500,1420000,181600,358500,298000,1137000,87000,114600,479000,124200,570000,532000,178800,140800,198200,400000,199300,204000,675000,2803000,36850,739000,136700,85900,326000,1255000,363500,1163000,225000,132000,21250,31950,90100,173100,22100,268000,148600,33150,113200,218500,246500,20900,178900,705000,34650,207000,75000,369000,128200,53200,124400,514000,133000,192500,29850,239000,373500,193700,116400,312000,56600,50800,26400,21600,245500,138700,1310000,212000,107400,146000,87500,18760,60700,100500,276000,143700,175700,70700,474000,28700,198000,139800,15040,28300,175500,79100,97000,111300,32250,61600,46900,79100,138200,45450
20260915,248500,1690000,187100,1000000,1317000,365500,367000,1412000,175800,347000,285500,1063000,86200,112200,453500,121800,550000,547000,177500,137600,202000,394500,194700,206000,661000,2689000,36350,700000,141700,82400,332000,1289000,339000,1138000,222500,126500,20650,31350,88000,170800,20700,271500,148700,32050,114300,220500,225000,20350,189300,671000,34500,204500,69700,361500,128100,53000,121400,506000,129000,188700,29350,232000,370000,191200,115100,303500,54900,50800,25850,21150,240000,138100,1277000,210500,104600,144000,86900,19130,58600,101500,268500,137100,173100,71000,496500,28550,187500,134500,14850,27900,173700,78100,96700,116700,32200,60000,45750,79300,143800,45250
20260916,253500,1759000,194600,1020000,1381000,367000,362000,1409000,176700,353500,283500,1055000,83800,112100,440500,120700,551000,544000,177200,136700,200000,383000,199400,201500,661000,2806000,36300,707000,136300,81300,326500,1387000,332500,1134000,226000,125000,20350,30850,88100,172000,20200,271000,144100,31750,112200,217500,215500,20200,188200,666000,33500,200500,68800,353000,124300,52800,119500,515000,125100,187000,29050,236500,363000,186900,112000,303500,54800,50500,25400,20800,249500,135600,1261000,203000,107600,144600,85600,18570,57800,107400,267000,137700,169900,69700,502000,28500,196300,133600,14650,27900,171300,78200,101700,125000,32950,59400,40500,77300,135400,44400
20260917,252500,1745000,193300,1008000,1330000,365000,363000,1396000,179200,355500,280500,1097000,85400,113300,469500,120900,539000,539000,180300,137500,197900,381000,202000,199000,666000,2861000,36300,712000,139400,83600,326500,1405000,348500,1123000,225500,126400,20750,31000,87600,173800,21500,268000,152200,31800,111800,216000,222500,20150,182200,708000,33500,206000,77500,353000,125300,53400,122300,507000,130400,192800,29400,242000,364000,185600,114000,304000,57800,51100,25400,20700,260500,139500,1288000,203000,106000,143100,86000,18490,58900,107500,263000,138000,165600,69100,515000,28400,201000,142100,14680,28300,173000,79200,100700,124500,31550,60500,40000,77500,137600,44350
20260918,261000,1857000,196100,1079000,1388000,364000,365000,1398000,174900,351000,283500,1078000,84900,110100,460000,121900,545000,541000,179400,133100,198400,379000,211500,197700,648000,2915000,36100,725000,136600,82900,323000,1447000,337500,1124000,236000,126900,20800,30750,89200,172000,20800,267000,149500,31650,111900,219500,208000,20050,183900,744000,33550,203500,80000,367000,124800,53000,122500,532000,129800,186900,29300,246000,369500,182300,113900,325500,57300,51800,25550,20450,327000,138800,1300000,205000,103700,143400,85300,18910,60600,101100,262500,132500,165900,70600,503000,28400,211500,139800,14050,31450,171100,77700,103200,126100,30850,59000,40250,75900,133800,43750
20260921,274000,1868000,208000,1127000,1429000,352000,359000,1402000,177500,367500,291000,1067000,85300,113100,450500,120000,575000,533000,181400,135700,202500,373000,209000,197900,651000,2917000,36450,714000,140700,81800,317000,1432000,339000,1123000,236500,129900,21100,30850,87000,173800,20600,258500,153900,31950,111300,224500,211000,20000,178100,725000,33200,203000,76500,366000,125600,53100,118800,519000,129600,188300,28850,233500,361000,184400,113300,322500,57800,52000,26300,20100,318500,138500,1276000,200000,110300,145000,88200,18290,58600,99500,264500,131300,162500,69500,505000,27600,205000,136700,14490,29700,173400,77600,101900,131900,31000,58100,39900,75600,129600,43250
20260922,276500,1840000,211500,1133000,1486000,350500,360500,1391000,175700,367000,291000,1057000,86500,113200,455500,118500,588000,529000,178500,136000,216500,372500,212000,201000,655000,2901000,35750,714000,141000,81600,317500,1473000,339500,1110000,240000,128900,21200,30850,87300,177300,20600,254000,154300,32850,116500,226000,207000,20000,184200,704000,34150,203000,77400,361500,131300,53100,117100,542000,130300,185900,31400,243000,385000,186300,110600,326500,56700,51200,26100,20200,321500,143500,1252000,202000,112900,142000,90700,18800,57500,99800,262000,132300,156300,71600,502000,27450,205000,137500,14570,31600,175500,76900,112300,130700,30800,58300,40950,75100,138100,42850
20260923,286500,1863000,222000,1181000,1501000,352000,357000,1373000,174100,368500,295000,1031000,82700,110100,444000,116200,607000,521000,178100,133700,210500,369000,207000,196000,648000,2892000,35500,713000,148700,80700,311500,1515000,335000,1116000,243000,125500,20850,30450,87000,174500,20450,253000,156500,32350,113400,221000,207000,20450,180600,699000,33800,198000,74400,369000,122300,52900,116700,536000,128400,184000,31500,240000,380500,186600,110600,322500,55500,49600,26100,20000,318000,140500,1218000,198500,119200,142200,91300,17700,57300,99700,265000,130100,157700,70000,519000,29400,205000,130900,14630,31350,177600,76200,119200,131700,30250,57900,40450,74000,131000,42750
