date,code,hhmm,price,volume
20260904,000270,0927,127500,2012
20260904,000270,0928,127600,2745
20260904,000270,0929,127500,2140
20260904,000270,0930,127700,458
20260904,000270,0931,127500,1248
20260904,000270,0932,127200,5279
20260904,000270,0933,127400,336
20260904,000270,0934,127300,1108
20260904,000270,0935,126900,3983
20260904,000270,0936,126600,3578
20260904,000270,0937,126500,3623
20260904,000270,0938,126900,1242
20260904,000270,0939,126700,1627
20260904,000270,0940,126600,1117
20260904,000270,0941,126800,1218
20260904,000270,0942,126700,1487
20260904,000270,0943,126800,1065
20260904,000270,0944,126550,3339
20260904,000270,0945,126550,1502
20260904,000270,0946,126600,621
20260904,000270,0947,126600,570
20260904,000270,0948,126700,1394
20260904,000270,0949,126800,545
20260904,000270,0950,126850,400
20260904,000270,0951,126700,2809
20260904,000270,0952,126800,1255
20260904,000270,0953,126700,690
20260904,000270,0954,126800,1701
20260904,000270,0955,126800,1085
20260904,000270,0956,126900,1214
20260904,000270,0957,126900,870
20260904,000270,0958,126800,2053
20260904,000270,0959,126700,2791
20260904,000270,1000,126700,1219
20260904,000270,1001,126800,819
20260904,000270,1002,126700,399
20260904,000270,1003,126700,242
20260904,000270,1004,126700,1707
20260904,000270,1005,126500,2208
20260904,000270,1006,126600,1815
20260904,000270,1007,126600,277
20260904,000270,1008,126500,724
20260904,000270,1009,126600,767
20260904,000270,1010,126450,1140
20260904,000270,1011,126400,5517
20260904,000270,1012,126500,917
20260904,000270,1013,126800,1151
20260904,000270,1014,126700,813
20260904,000270,1015,126550,639
20260904,000270,1016,126600,829
20260904,000270,1017,126600,505
20260904,000270,1018,126500,611
20260904,000270,1019,126600,1432
20260904,000270,1020,126700,1365
20260904,000270,1021,126600,382
20260904,000270,1022,126600,907
20260904,000270,1023,126500,1545
20260904,000270,1024,126500,429
20260904,000270,1025,126500,3608
20260904,000270,1026,126500,829
20260904,000270,1027,126600,327
20260904,000270,1028,126500,147
20260904,000270,1029,126400,957
20260904,000270,1030,126500,1307
20260904,000270,1031,126400,534
20260904,000270,1032,126400,331
20260904,000270,1033,126500,1394
20260904,000270,1034,126500,582
20260904,000270,1035,126400,1505
20260904,000270,1036,126300,1171
20260904,000270,1037,126200,569
20260904,000270,1038,126300,366
20260904,000270,1039,126300,1478
20260904,000270,1040,126400,621
20260904,000270,1041,126500,1086
20260904,000270,1042,126600,178
20260904,000270,1043,126500,1556
20260904,000270,1044,126400,575
20260904,000270,1045,126400,308
20260904,000270,1046,126400,1998
20260904,000270,1047,126400,179
20260904,000270,1048,126400,426
20260904,000270,1049,126300,937
